datei,beta,r2
Places365_val_00013055.jpg,2.165777,0.991592
Places365_val_00005422.jpg,2.767279,0.982416
Places365_val_00005291.jpg,2.284577,0.992896
Places365_val_00013249.jpg,2.107539,0.984800
Places365_val_00000251.jpg,1.990147,0.983951
Places365_val_00029354.jpg,2.709347,0.989276
Places365_val_00032076.jpg,1.659786,0.993086
Places365_val_00019337.jpg,2.485765,0.965948
Places365_val_00009556.jpg,2.437663,0.996346
Places365_val_00000066.jpg,2.967847,0.998383
Places365_val_00030006.jpg,2.690844,0.988077
Places365_val_00028992.jpg,2.471577,0.996608
Places365_val_00015520.jpg,3.310572,0.983814
Places365_val_00008216.jpg,3.099423,0.996895
Places365_val_00016206.jpg,2.673136,0.986456
Places365_val_00018578.jpg,1.867071,0.968701
Places365_val_00017367.jpg,2.043446,0.992448
Places365_val_00009469.jpg,2.792915,0.984857
Places365_val_00017988.jpg,2.870559,0.996023
Places365_val_00011724.jpg,2.329283,0.994545
Places365_val_00014163.jpg,1.906840,0.984018
Places365_val_00011184.jpg,2.609756,0.996098
Places365_val_00007564.jpg,2.842875,0.988757
Places365_val_00008498.jpg,2.503346,0.992559
Places365_val_00006708.jpg,2.256572,0.929521
Places365_val_00035160.jpg,2.737286,0.997318
Places365_val_00031761.jpg,2.781096,0.992785
Places365_val_00015822.jpg,2.156246,0.985986
Places365_val_00019327.jpg,2.808904,0.993983
Places365_val_00002965.jpg,2.224530,0.986914
Places365_val_00007549.jpg,2.121597,0.989927
Places365_val_00014465.jpg,2.418511,0.991105
Places365_val_00025538.jpg,2.490876,0.996504
Places365_val_00000351.jpg,2.203123,0.995200
Places365_val_00002776.jpg,1.996889,0.951827
Places365_val_00029498.jpg,2.802260,0.989496
Places365_val_00028156.jpg,2.214682,0.977548
Places365_val_00036490.jpg,2.492783,0.995499
Places365_val_00030316.jpg,2.373728,0.981597
Places365_val_00001256.jpg,2.330880,0.983925
Places365_val_00035509.jpg,2.281007,0.992629
Places365_val_00031381.jpg,2.593728,0.983352
Places365_val_00020057.jpg,2.083070,0.974060
Places365_val_00023269.jpg,2.545335,0.991419
Places365_val_00013295.jpg,2.463432,0.992801
Places365_val_00025629.jpg,2.824754,0.997819
Places365_val_00007578.jpg,2.410341,0.997114
Places365_val_00025402.jpg,2.445223,0.991063
Places365_val_00013769.jpg,1.674205,0.986111
Places365_val_00024652.jpg,2.415166,0.980582
Places365_val_00014076.jpg,2.525644,0.989203
Places365_val_00029421.jpg,2.562890,0.992907
Places365_val_00003338.jpg,2.293069,0.978246
Places365_val_00018002.jpg,3.063903,0.962725
Places365_val_00017244.jpg,2.892132,0.971688
Places365_val_00030174.jpg,2.550168,0.979090
Places365_val_00024128.jpg,3.216708,0.988995
Places365_val_00026974.jpg,2.119733,0.975106
Places365_val_00006201.jpg,2.723832,0.996872
Places365_val_00025756.jpg,2.899401,0.995351
Places365_val_00014604.jpg,2.360968,0.996045
Places365_val_00014623.jpg,2.968052,0.995667
Places365_val_00029297.jpg,2.633539,0.969669
Places365_val_00009639.jpg,2.370101,0.992531
Places365_val_00011090.jpg,2.203497,0.992359
Places365_val_00003845.jpg,1.639942,0.935298
Places365_val_00025276.jpg,2.132744,0.986683
Places365_val_00023151.jpg,2.734492,0.994224
Places365_val_00018438.jpg,2.472196,0.988879
Places365_val_00016267.jpg,2.095100,0.988636
Places365_val_00034442.jpg,2.140298,0.956540
Places365_val_00005925.jpg,2.669907,0.992592
Places365_val_00020573.jpg,2.628427,0.997027
Places365_val_00036244.jpg,2.482460,0.991966
Places365_val_00004590.jpg,2.407570,0.987697
Places365_val_00017933.jpg,2.086108,0.982238
Places365_val_00011740.jpg,2.886995,0.992804
Places365_val_00002842.jpg,2.202193,0.993549
Places365_val_00015489.jpg,2.233689,0.920104
Places365_val_00032863.jpg,2.080218,0.965888
Places365_val_00026584.jpg,2.359278,0.994554
Places365_val_00006783.jpg,1.930481,0.983426
Places365_val_00017519.jpg,2.976055,0.996099
Places365_val_00032634.jpg,1.889422,0.979693
Places365_val_00011464.jpg,2.432556,0.993291
Places365_val_00027814.jpg,2.432329,0.986813
Places365_val_00017840.jpg,2.621011,0.987748
Places365_val_00035587.jpg,2.337172,0.995170
Places365_val_00005452.jpg,2.448355,0.985950
Places365_val_00035496.jpg,2.711411,0.988150
Places365_val_00008099.jpg,2.604304,0.996945
Places365_val_00025119.jpg,2.938112,0.989973
Places365_val_00013091.jpg,2.706850,0.996262
Places365_val_00015750.jpg,2.375813,0.990853
Places365_val_00006758.jpg,2.797245,0.979039
Places365_val_00016050.jpg,2.321204,0.986439
Places365_val_00030791.jpg,1.857642,0.991284
Places365_val_00007974.jpg,3.048772,0.988588
Places365_val_00025065.jpg,2.464687,0.986777
Places365_val_00021436.jpg,2.154111,0.985081
Places365_val_00011701.jpg,1.919309,0.981972
Places365_val_00030170.jpg,2.775358,0.977404
Places365_val_00011198.jpg,2.954559,0.994794
Places365_val_00032516.jpg,2.556717,0.975355
Places365_val_00020896.jpg,2.387532,0.983046
Places365_val_00009763.jpg,2.862733,0.989889
Places365_val_00029602.jpg,2.453503,0.995577
Places365_val_00002073.jpg,2.306702,0.985685
Places365_val_00032188.jpg,2.773310,0.995074
Places365_val_00028251.jpg,3.042993,0.988847
Places365_val_00023851.jpg,2.249587,0.984647
Places365_val_00033583.jpg,2.521544,0.952258
Places365_val_00007558.jpg,3.379846,0.996046
Places365_val_00027188.jpg,2.741014,0.993099
Places365_val_00028383.jpg,2.870240,0.995454
Places365_val_00019857.jpg,2.742111,0.996834
Places365_val_00003839.jpg,2.353836,0.985325
Places365_val_00035983.jpg,2.537930,0.997220
Places365_val_00006707.jpg,2.488488,0.955145
Places365_val_00005768.jpg,2.697785,0.991389
Places365_val_00002964.jpg,2.207882,0.970164
Places365_val_00023460.jpg,2.582182,0.994115
Places365_val_00022922.jpg,2.951973,0.995467
Places365_val_00002319.jpg,2.054995,0.989923
Places365_val_00020040.jpg,2.158997,0.986638
Places365_val_00030974.jpg,2.373632,0.988917
Places365_val_00015186.jpg,2.665816,0.988136
Places365_val_00015571.jpg,2.257136,0.995314
Places365_val_00032232.jpg,2.407409,0.995670
Places365_val_00023075.jpg,2.402782,0.987526
Places365_val_00025069.jpg,2.991500,0.997945
Places365_val_00027643.jpg,1.706566,0.986642
Places365_val_00018849.jpg,2.698788,0.991574
Places365_val_00003211.jpg,3.021190,0.992431
Places365_val_00018243.jpg,1.892850,0.734382
Places365_val_00008921.jpg,2.466683,0.987820
Places365_val_00012223.jpg,2.647145,0.986969
Places365_val_00023964.jpg,2.152290,0.943102
Places365_val_00028673.jpg,2.349673,0.977975
Places365_val_00022246.jpg,2.368354,0.992911
Places365_val_00004964.jpg,2.343760,0.994600
Places365_val_00000226.jpg,2.972646,0.996001
Places365_val_00010506.jpg,1.520300,0.775106
Places365_val_00006863.jpg,3.125417,0.998626
Places365_val_00029116.jpg,2.448060,0.941136
Places365_val_00002135.jpg,2.220440,0.967887
Places365_val_00023143.jpg,2.659192,0.993913
Places365_val_00019030.jpg,2.291560,0.987267
Places365_val_00035105.jpg,2.973212,0.990453
Places365_val_00035930.jpg,3.050445,0.987052
Places365_val_00014189.jpg,2.437392,0.983462
Places365_val_00005086.jpg,2.393121,0.986933
Places365_val_00013640.jpg,2.305949,0.995914
Places365_val_00002570.jpg,2.022299,0.981251
Places365_val_00003771.jpg,2.834908,0.976636
Places365_val_00017837.jpg,1.889814,0.990387
Places365_val_00035574.jpg,2.604568,0.989584
Places365_val_00029341.jpg,2.417649,0.997565
Places365_val_00024983.jpg,2.539920,0.993717
Places365_val_00002136.jpg,1.687472,0.969555
Places365_val_00027647.jpg,2.544987,0.981562
Places365_val_00030035.jpg,2.891620,0.958944
Places365_val_00017001.jpg,1.952485,0.979621
Places365_val_00016380.jpg,2.870070,0.980874
Places365_val_00030988.jpg,2.357894,0.973810
Places365_val_00003151.jpg,2.710417,0.987403
Places365_val_00027303.jpg,2.494118,0.989445
Places365_val_00036130.jpg,2.797860,0.998328
Places365_val_00001546.jpg,2.615912,0.994551
Places365_val_00017009.jpg,2.103337,0.976850
Places365_val_00032550.jpg,2.712297,0.995937
Places365_val_00021730.jpg,2.428454,0.992423
Places365_val_00019259.jpg,2.555531,0.973252
Places365_val_00029040.jpg,2.192214,0.975332
Places365_val_00033518.jpg,2.074976,0.957993
Places365_val_00012759.jpg,2.396430,0.993001
Places365_val_00030472.jpg,2.548466,0.989059
Places365_val_00019796.jpg,2.203259,0.992773
Places365_val_00018948.jpg,2.187309,0.937475
Places365_val_00005846.jpg,2.742409,0.997387
Places365_val_00023382.jpg,2.098205,0.993258
Places365_val_00005956.jpg,3.016514,0.989558
Places365_val_00036150.jpg,2.344541,0.982301
Places365_val_00034714.jpg,1.598393,0.948649
Places365_val_00034868.jpg,1.753831,0.939459
Places365_val_00032446.jpg,2.780259,0.993113
Places365_val_00029316.jpg,2.093025,0.991835
Places365_val_00007538.jpg,2.093282,0.994403
Places365_val_00029764.jpg,2.731796,0.960415
Places365_val_00022695.jpg,2.507164,0.960757
Places365_val_00024925.jpg,2.747418,0.989550
Places365_val_00034994.jpg,2.261619,0.970717
Places365_val_00024671.jpg,2.673792,0.981734
Places365_val_00030842.jpg,2.278741,0.988791
Places365_val_00023149.jpg,1.917587,0.985624
Places365_val_00014251.jpg,2.004499,0.977075
Places365_val_00005021.jpg,2.341694,0.985617
Places365_val_00007798.jpg,2.888702,0.945255
Places365_val_00004705.jpg,1.915211,0.971735
Places365_val_00015905.jpg,2.422430,0.980797
Places365_val_00034074.jpg,2.561707,0.995353
Places365_val_00000842.jpg,2.848358,0.992638
Places365_val_00023891.jpg,2.394704,0.972571
Places365_val_00026667.jpg,2.942541,0.989041
Places365_val_00025212.jpg,1.948136,0.990033
Places365_val_00017296.jpg,2.405967,0.992367
Places365_val_00031680.jpg,2.449470,0.993791
Places365_val_00024289.jpg,2.622798,0.993788
Places365_val_00015661.jpg,2.098732,0.952724
Places365_val_00000299.jpg,2.587001,0.996529
Places365_val_00021716.jpg,2.592500,0.994176
Places365_val_00010786.jpg,2.677373,0.993700
Places365_val_00002026.jpg,1.835571,0.958241
Places365_val_00006813.jpg,2.597038,0.972253
Places365_val_00001666.jpg,2.562455,0.981224
Places365_val_00020995.jpg,2.215027,0.984369
Places365_val_00013236.jpg,2.478327,0.996119
Places365_val_00028256.jpg,2.833045,0.985424
Places365_val_00003349.jpg,2.270706,0.988307
Places365_val_00004868.jpg,2.311668,0.996253
Places365_val_00000338.jpg,2.683813,0.992903
Places365_val_00034302.jpg,2.155271,0.992846
Places365_val_00004985.jpg,2.459801,0.992389
Places365_val_00024981.jpg,2.297850,0.992105
Places365_val_00008342.jpg,2.440290,0.962233
Places365_val_00024817.jpg,1.748531,0.918230
Places365_val_00011344.jpg,1.875237,0.974723
Places365_val_00028732.jpg,2.299500,0.987608
Places365_val_00006617.jpg,2.780482,0.986987
Places365_val_00028587.jpg,2.312860,0.985707
Places365_val_00018603.jpg,2.583926,0.991679
Places365_val_00005902.jpg,2.315727,0.991948
Places365_val_00013333.jpg,2.684551,0.996468
Places365_val_00028427.jpg,2.658876,0.996302
Places365_val_00027418.jpg,2.048736,0.992040
Places365_val_00026186.jpg,2.685036,0.988848
Places365_val_00019614.jpg,2.541210,0.994731
Places365_val_00007356.jpg,2.261308,0.982490
Places365_val_00014282.jpg,2.234477,0.988043
Places365_val_00002399.jpg,2.293642,0.986342
Places365_val_00008604.jpg,2.887340,0.979137
Places365_val_00034328.jpg,2.457870,0.993080
Places365_val_00026891.jpg,2.818996,0.941122
Places365_val_00004926.jpg,2.242307,0.954104
Places365_val_00005236.jpg,2.185940,0.962042
Places365_val_00024485.jpg,1.928843,0.989695
Places365_val_00000650.jpg,2.118008,0.986066
Places365_val_00014040.jpg,2.366225,0.987866
Places365_val_00009160.jpg,2.695887,0.961471
Places365_val_00001360.jpg,1.822059,0.987660
Places365_val_00017725.jpg,2.566370,0.969826
Places365_val_00013204.jpg,2.918287,0.994819
Places365_val_00017115.jpg,2.331943,0.947559
Places365_val_00000632.jpg,2.630698,0.996498
Places365_val_00035990.jpg,3.020329,0.985728
Places365_val_00023858.jpg,2.376993,0.971938
Places365_val_00016093.jpg,2.608763,0.990863
Places365_val_00018719.jpg,2.618336,0.989045
Places365_val_00012580.jpg,2.229081,0.984344
Places365_val_00003662.jpg,2.480043,0.987965
Places365_val_00034233.jpg,2.352867,0.994002
Places365_val_00009066.jpg,2.659974,0.993237
Places365_val_00022177.jpg,3.133704,0.990653
Places365_val_00023592.jpg,2.384672,0.987609
Places365_val_00022716.jpg,2.655977,0.988511
Places365_val_00016841.jpg,2.528571,0.990035
Places365_val_00028888.jpg,2.220962,0.987724
Places365_val_00027221.jpg,2.807188,0.993575
Places365_val_00019318.jpg,2.184225,0.974594
Places365_val_00000705.jpg,2.353188,0.956795
Places365_val_00012151.jpg,2.593270,0.990169
Places365_val_00010745.jpg,2.710018,0.994421
Places365_val_00009585.jpg,2.241896,0.989642
Places365_val_00024260.jpg,2.578669,0.979141
Places365_val_00025052.jpg,2.772721,0.997636
Places365_val_00016192.jpg,2.057147,0.983960
Places365_val_00024603.jpg,2.698494,0.995453
Places365_val_00020612.jpg,2.065464,0.988464
Places365_val_00026674.jpg,2.003081,0.943971
Places365_val_00015826.jpg,2.716007,0.985705
Places365_val_00011462.jpg,2.441404,0.995489
Places365_val_00034540.jpg,2.661626,0.956444
Places365_val_00031789.jpg,3.134203,0.992627
Places365_val_00025031.jpg,2.742148,0.979237
Places365_val_00008130.jpg,2.685704,0.991904
Places365_val_00000741.jpg,2.565091,0.990158
Places365_val_00010482.jpg,2.639258,0.977606
Places365_val_00002122.jpg,2.285754,0.990318
Places365_val_00029502.jpg,2.080740,0.991988
Places365_val_00021242.jpg,1.369193,0.933014
Places365_val_00002899.jpg,2.192993,0.989481
Places365_val_00008339.jpg,2.535928,0.992617
Places365_val_00003137.jpg,2.493210,0.992956
Places365_val_00008581.jpg,2.937413,0.990905
Places365_val_00001562.jpg,2.400311,0.994318
Places365_val_00003113.jpg,2.839400,0.985588
Places365_val_00017923.jpg,2.545142,0.990415
Places365_val_00026254.jpg,2.402031,0.989838
Places365_val_00031172.jpg,2.939600,0.995576
Places365_val_00013516.jpg,2.602169,0.952164
Places365_val_00003979.jpg,1.898261,0.994171
Places365_val_00017626.jpg,2.088082,0.961947
Places365_val_00035133.jpg,2.957261,0.993699
Places365_val_00001166.jpg,1.865619,0.965735
Places365_val_00010678.jpg,2.279978,0.990792
Places365_val_00018975.jpg,2.556541,0.969459
Places365_val_00013046.jpg,2.244668,0.981585
Places365_val_00034401.jpg,2.286185,0.992391
Places365_val_00034287.jpg,2.459751,0.981388
Places365_val_00014730.jpg,2.523993,0.983683
Places365_val_00008998.jpg,3.700748,0.994292
Places365_val_00019428.jpg,2.670059,0.986144
Places365_val_00028204.jpg,2.526310,0.994399
Places365_val_00014140.jpg,2.841654,0.969439
Places365_val_00011901.jpg,2.625265,0.968518
Places365_val_00003239.jpg,2.388605,0.990972
Places365_val_00022033.jpg,2.021774,0.985647
Places365_val_00015374.jpg,2.539162,0.989517
Places365_val_00011065.jpg,2.306372,0.993571
Places365_val_00021385.jpg,2.618834,0.994955
Places365_val_00031399.jpg,2.011134,0.970528
Places365_val_00011961.jpg,2.223612,0.991351
Places365_val_00023039.jpg,2.460365,0.995604
Places365_val_00023284.jpg,2.677587,0.988469
Places365_val_00031025.jpg,2.365340,0.979110
Places365_val_00022415.jpg,2.037308,0.973059
Places365_val_00003808.jpg,2.749930,0.997992
Places365_val_00007327.jpg,2.905522,0.995589
Places365_val_00000248.jpg,2.599756,0.985008
Places365_val_00021700.jpg,2.089567,0.987255
Places365_val_00010048.jpg,2.231942,0.996239
Places365_val_00034831.jpg,2.696752,0.994527
Places365_val_00007216.jpg,2.746467,0.994097
Places365_val_00004052.jpg,2.146666,0.995057
Places365_val_00025978.jpg,2.534604,0.976869
Places365_val_00015772.jpg,2.113187,0.993822
Places365_val_00024213.jpg,2.114443,0.988866
Places365_val_00022090.jpg,2.862475,0.987351
Places365_val_00020583.jpg,2.720198,0.996269
Places365_val_00007832.jpg,2.154941,0.992511
Places365_val_00000936.jpg,2.269466,0.987909
Places365_val_00035128.jpg,3.283038,0.959202
Places365_val_00019839.jpg,2.103862,0.989432
Places365_val_00026375.jpg,2.563424,0.992995
Places365_val_00035521.jpg,2.524943,0.990308
Places365_val_00019845.jpg,1.741200,0.980241
Places365_val_00001685.jpg,2.417339,0.981370
Places365_val_00027528.jpg,2.585821,0.979511
Places365_val_00010096.jpg,2.521228,0.989880
Places365_val_00025607.jpg,2.407708,0.997120
Places365_val_00002980.jpg,2.195279,0.988552
Places365_val_00031781.jpg,1.781712,0.991187
Places365_val_00026533.jpg,2.561752,0.977813
Places365_val_00030626.jpg,2.850174,0.992647
Places365_val_00005113.jpg,2.900520,0.995629
Places365_val_00017894.jpg,2.021024,0.980209
Places365_val_00024903.jpg,2.848319,0.997336
Places365_val_00012353.jpg,2.422280,0.995415
Places365_val_00032903.jpg,2.072487,0.989839
Places365_val_00031670.jpg,2.927583,0.981750
Places365_val_00001783.jpg,0.825100,0.817833
Places365_val_00018709.jpg,2.397379,0.970835
Places365_val_00031320.jpg,2.230755,0.992088
Places365_val_00034101.jpg,2.677831,0.998827
Places365_val_00017650.jpg,2.213297,0.986258
Places365_val_00016320.jpg,2.395415,0.806902
Places365_val_00020908.jpg,2.201127,0.992970
Places365_val_00008341.jpg,2.507054,0.989967
Places365_val_00033965.jpg,2.705854,0.994067
Places365_val_00008710.jpg,2.274886,0.994162
Places365_val_00016950.jpg,3.574395,0.942009
Places365_val_00010431.jpg,2.470084,0.980899
Places365_val_00033835.jpg,1.969436,0.979024
Places365_val_00023088.jpg,2.266392,0.977329
Places365_val_00008051.jpg,3.005442,0.996206
Places365_val_00004059.jpg,2.164105,0.944788
Places365_val_00010848.jpg,2.691243,0.991613
Places365_val_00029574.jpg,2.347140,0.974954
Places365_val_00007170.jpg,2.006156,0.974462
Places365_val_00000341.jpg,2.674445,0.992104
Places365_val_00016549.jpg,2.708077,0.991782
Places365_val_00017516.jpg,1.659909,0.916148
Places365_val_00030504.jpg,3.084943,0.995586
Places365_val_00032412.jpg,2.395605,0.978809
Places365_val_00007905.jpg,2.923681,0.989475
Places365_val_00030198.jpg,2.186418,0.983312
Places365_val_00027434.jpg,2.387406,0.977360
Places365_val_00027634.jpg,2.845579,0.961797
Places365_val_00020291.jpg,2.334818,0.996627
Places365_val_00018897.jpg,2.822906,0.992284
Places365_val_00015128.jpg,1.905307,0.967139
Places365_val_00034804.jpg,2.268831,0.992544
Places365_val_00025855.jpg,2.534834,0.992588
Places365_val_00035911.jpg,3.179148,0.993130
Places365_val_00025179.jpg,2.952519,0.993632
Places365_val_00001132.jpg,3.224344,0.995384
Places365_val_00009747.jpg,2.498213,0.982503
Places365_val_00030248.jpg,2.949123,0.989231
Places365_val_00008633.jpg,2.640603,0.997748
Places365_val_00004472.jpg,2.708625,0.991142
Places365_val_00022943.jpg,1.712513,0.986210
Places365_val_00029194.jpg,2.982976,0.995871
Places365_val_00014734.jpg,2.462129,0.995483
Places365_val_00016271.jpg,2.653829,0.984465
Places365_val_00021349.jpg,2.795943,0.996665
Places365_val_00020574.jpg,2.348488,0.978643
Places365_val_00002467.jpg,2.785795,0.996842
Places365_val_00009288.jpg,1.988205,0.898633
Places365_val_00007659.jpg,2.631287,0.986217
Places365_val_00005390.jpg,2.143898,0.979962
Places365_val_00009289.jpg,2.200526,0.915424
Places365_val_00017787.jpg,2.746148,0.988934
Places365_val_00016477.jpg,2.248602,0.988622
Places365_val_00001328.jpg,2.925389,0.989273
Places365_val_00026096.jpg,2.465833,0.984360
Places365_val_00032740.jpg,3.230521,0.993084
Places365_val_00015129.jpg,2.868717,0.985180
Places365_val_00012534.jpg,2.296346,0.985548
Places365_val_00009384.jpg,1.707595,0.986654
Places365_val_00006738.jpg,2.694167,0.994966
Places365_val_00003051.jpg,2.605443,0.996780
Places365_val_00001640.jpg,2.642251,0.993530
Places365_val_00022001.jpg,2.426866,0.993575
Places365_val_00034500.jpg,2.225043,0.995204
Places365_val_00025019.jpg,2.401580,0.957404
Places365_val_00028074.jpg,2.513696,0.990000
Places365_val_00033507.jpg,2.295529,0.972811
Places365_val_00025279.jpg,2.309880,0.984239
Places365_val_00030076.jpg,3.181081,0.995371
Places365_val_00015733.jpg,2.948591,0.995397
Places365_val_00024602.jpg,1.769764,0.995216
Places365_val_00007187.jpg,2.685186,0.994914
Places365_val_00008103.jpg,1.773659,0.994444
Places365_val_00033013.jpg,2.186699,0.966027
Places365_val_00002335.jpg,1.964045,0.989851
Places365_val_00024147.jpg,2.436130,0.993115
Places365_val_00016224.jpg,1.748778,0.915182
Places365_val_00017680.jpg,2.514588,0.993581
Places365_val_00034599.jpg,2.342317,0.947138
Places365_val_00024216.jpg,2.855666,0.989962
Places365_val_00030259.jpg,2.441119,0.993144
Places365_val_00005243.jpg,3.020515,0.990269
Places365_val_00033375.jpg,3.454616,0.980526
Places365_val_00007500.jpg,1.961767,0.938218
Places365_val_00028579.jpg,2.671192,0.992892
Places365_val_00005649.jpg,1.988539,0.979566
Places365_val_00008288.jpg,2.612970,0.991008
Places365_val_00033548.jpg,2.195789,0.967261
Places365_val_00026508.jpg,2.142525,0.994864
Places365_val_00018473.jpg,2.184069,0.984446
Places365_val_00029268.jpg,2.516637,0.989825
Places365_val_00028336.jpg,1.883216,0.942435
Places365_val_00001495.jpg,2.555392,0.992721
Places365_val_00012119.jpg,2.304700,0.984478
Places365_val_00018179.jpg,2.622317,0.993340
Places365_val_00011493.jpg,2.330788,0.989136
Places365_val_00000909.jpg,2.862360,0.995460
Places365_val_00020365.jpg,2.686193,0.986332
Places365_val_00010003.jpg,3.350183,0.993370
Places365_val_00027907.jpg,2.193005,0.995102
Places365_val_00016768.jpg,2.421770,0.979439
Places365_val_00018946.jpg,2.849008,0.996571
Places365_val_00031306.jpg,2.076930,0.978605
Places365_val_00030475.jpg,2.810103,0.995096
Places365_val_00005381.jpg,2.625071,0.953038
Places365_val_00019711.jpg,2.747590,0.995184
Places365_val_00019028.jpg,2.986569,0.992454
Places365_val_00010510.jpg,2.857521,0.987202
Places365_val_00018650.jpg,2.835699,0.993726
Places365_val_00032575.jpg,2.692853,0.995943
Places365_val_00024183.jpg,1.976436,0.992699
Places365_val_00032751.jpg,3.776465,0.963323
Places365_val_00018456.jpg,2.888364,0.994948
Places365_val_00027578.jpg,2.748039,0.992111
Places365_val_00010976.jpg,2.700229,0.993463
Places365_val_00012175.jpg,2.291410,0.983961
Places365_val_00008238.jpg,2.442559,0.992065
Places365_val_00006639.jpg,2.672904,0.977612
Places365_val_00024742.jpg,2.702281,0.991340
Places365_val_00030741.jpg,2.007286,0.991310
Places365_val_00020791.jpg,1.884812,0.991623
Places365_val_00002403.jpg,2.373545,0.987478
Places365_val_00033697.jpg,3.074808,0.994841
Places365_val_00010044.jpg,2.797954,0.996345
Places365_val_00026090.jpg,2.204420,0.944493
Places365_val_00016105.jpg,2.269411,0.981061
Places365_val_00036139.jpg,2.312127,0.909092
Places365_val_00027929.jpg,2.190499,0.995033
Places365_val_00033350.jpg,2.643868,0.965906
Places365_val_00002062.jpg,2.832334,0.994831
Places365_val_00035778.jpg,3.411478,0.991631
Places365_val_00010549.jpg,2.414438,0.986289
Places365_val_00013410.jpg,2.797204,0.994382
Places365_val_00014109.jpg,2.478158,0.989326
Places365_val_00015339.jpg,3.773924,0.983642
Places365_val_00008340.jpg,2.611975,0.986984
Places365_val_00016338.jpg,3.300546,0.995654
Places365_val_00026995.jpg,2.742457,0.991654
Places365_val_00011182.jpg,2.469208,0.983990
Places365_val_00002381.jpg,3.503009,0.985963
Places365_val_00030239.jpg,2.284788,0.985379
Places365_val_00012778.jpg,2.216825,0.995401
Places365_val_00009404.jpg,2.337438,0.994735
Places365_val_00026859.jpg,2.613949,0.989365
Places365_val_00025308.jpg,3.610390,0.994969
Places365_val_00015010.jpg,2.229754,0.954063
Places365_val_00005196.jpg,2.482983,0.991990
Places365_val_00035200.jpg,1.891701,0.949803
Places365_val_00015091.jpg,2.388518,0.994343
Places365_val_00015103.jpg,2.715368,0.982557
Places365_val_00036378.jpg,2.306826,0.960054
Places365_val_00032525.jpg,2.983203,0.984072
Places365_val_00006127.jpg,2.715393,0.996511
Places365_val_00036163.jpg,2.552261,0.994574
Places365_val_00034398.jpg,2.520452,0.992614
Places365_val_00018297.jpg,2.608469,0.980587
Places365_val_00033902.jpg,1.960549,0.968277
Places365_val_00017865.jpg,2.502597,0.995000
Places365_val_00021316.jpg,2.477743,0.991554
Places365_val_00004638.jpg,1.913041,0.990743
Places365_val_00035544.jpg,2.553088,0.989101
Places365_val_00009126.jpg,2.420738,0.947375
Places365_val_00020408.jpg,2.598899,0.989708
Places365_val_00012560.jpg,2.828426,0.996513
Places365_val_00017349.jpg,3.062378,0.996413
Places365_val_00008611.jpg,2.517820,0.990144
Places365_val_00032804.jpg,1.217859,0.901707
Places365_val_00002252.jpg,3.172946,0.996925
Places365_val_00022731.jpg,2.805172,0.994019
Places365_val_00011557.jpg,3.132143,0.991343
Places365_val_00004896.jpg,2.508425,0.994845
Places365_val_00010231.jpg,2.186559,0.982946
Places365_val_00003740.jpg,2.401913,0.992065
Places365_val_00005237.jpg,2.982526,0.952744
Places365_val_00030191.jpg,2.383487,0.984030
Places365_val_00016876.jpg,2.597303,0.994634
Places365_val_00028834.jpg,2.404484,0.995226
Places365_val_00020261.jpg,1.938003,0.970712
Places365_val_00034361.jpg,2.800807,0.987152
Places365_val_00019144.jpg,2.643269,0.982185
Places365_val_00026072.jpg,2.010582,0.995624
Places365_val_00028842.jpg,2.998859,0.994675
Places365_val_00019938.jpg,2.498348,0.986384
Places365_val_00014539.jpg,2.779575,0.984930
Places365_val_00013624.jpg,2.468772,0.977232
Places365_val_00026949.jpg,2.255393,0.994569
Places365_val_00015115.jpg,2.165235,0.996168
Places365_val_00034080.jpg,2.335207,0.989545
Places365_val_00019992.jpg,3.079174,0.955031
Places365_val_00000914.jpg,2.481783,0.996933
Places365_val_00031529.jpg,2.976971,0.994506
Places365_val_00010997.jpg,1.973048,0.763515
Places365_val_00024839.jpg,1.852777,0.964847
Places365_val_00009395.jpg,2.560855,0.983645
Places365_val_00009174.jpg,2.493506,0.991557
Places365_val_00018782.jpg,2.161026,0.973699
Places365_val_00013335.jpg,2.180928,0.991374
Places365_val_00003003.jpg,2.196903,0.994756
Places365_val_00029425.jpg,2.624796,0.991222
Places365_val_00001427.jpg,2.376086,0.986369
Places365_val_00011418.jpg,2.817110,0.957243
Places365_val_00005417.jpg,3.175485,0.987751
Places365_val_00032052.jpg,2.377005,0.985895
Places365_val_00009407.jpg,2.396021,0.983011
Places365_val_00009140.jpg,2.165207,0.992681
Places365_val_00025277.jpg,2.646407,0.974945
Places365_val_00018139.jpg,3.036924,0.995489
Places365_val_00001435.jpg,2.533674,0.985423
Places365_val_00027662.jpg,2.689345,0.987735
Places365_val_00026782.jpg,2.705192,0.989037
Places365_val_00011199.jpg,1.974465,0.977112
Places365_val_00005449.jpg,2.088660,0.918656
Places365_val_00011211.jpg,2.515811,0.981261
Places365_val_00028247.jpg,2.433278,0.990075
Places365_val_00005255.jpg,2.276773,0.994566
Places365_val_00021388.jpg,2.442413,0.992303
Places365_val_00017583.jpg,2.391831,0.997342
Places365_val_00003357.jpg,1.831978,0.986097
Places365_val_00023726.jpg,2.677485,0.990480
Places365_val_00017012.jpg,2.775270,0.996362
Places365_val_00016216.jpg,2.556366,0.995402
Places365_val_00026280.jpg,2.310692,0.980626
